DATE,USD12MD156N
2015-02-06,0.6315
2015-02-09,0.656
2015-02-10,0.6636
2015-02-11,0.6646
2015-02-12,0.6716
2015-02-13,0.6736
2015-02-16,0.6726
2015-02-17,0.6746
2015-02-18,0.6841
2015-02-19,0.6709
2015-02-20,0.6744
2015-02-23,0.6784
2015-02-24,0.67735
2015-02-25,0.6686
2015-02-26,0.66935
2015-02-27,0.6796
2015-03-02,0.68185
2015-03-03,0.6871
2015-03-04,0.6886
2015-03-05,0.68885
2015-03-06,0.6881
2015-03-09,0.7111
2015-03-10,0.71085
2015-03-11,0.7151
2015-03-12,0.7136
2015-03-13,0.71335
2015-03-16,0.71335
2015-03-17,0.71335
2015-03-18,0.71535
2015-03-19,0.68685
2015-03-20,0.69735
2015-03-23,0.6911
2015-03-24,0.6924
2015-03-25,0.69715
2015-03-26,0.6999
2015-03-27,0.70215
2015-03-30,0.6989
2015-03-31,0.6942
2015-04-01,0.6981
2015-04-02,0.69235
2015-04-03,.
2015-04-06,.
2015-04-07,0.6856
2015-04-08,0.6891
2015-04-09,0.69435
2015-04-10,0.69835
2015-04-13,0.70335
2015-04-14,0.7001
2015-04-15,0.69265
2015-04-16,0.6914
2015-04-17,0.68465
2015-04-20,0.69515
2015-04-21,0.7009
2015-04-22,0.69915
2015-04-23,0.7064
2015-04-24,0.7059
2015-04-27,0.70115
2015-04-28,0.696
2015-04-29,0.699
2015-04-30,0.70525
2015-05-01,0.7176
2015-05-04,.
2015-05-05,0.72135
2015-05-06,0.7341
2015-05-07,0.7361
2015-05-08,0.7326
2015-05-11,0.7241
2015-05-12,0.7346
2015-05-13,0.73035
2015-05-14,0.72285
2015-05-15,0.72335
2015-05-18,0.7251
2015-05-19,0.7276
2015-05-20,0.73935
2015-05-21,0.7391
2015-05-22,0.7376
2015-05-25,.
2015-05-26,0.75685
2015-05-27,0.7526
2015-05-28,0.75295
2015-05-29,0.7497
2015-06-01,0.7477
2015-06-02,0.74995
2015-06-03,0.74545
2015-06-04,0.74795
2015-06-05,0.7492
2015-06-08,0.7722
2015-06-09,0.7682
2015-06-10,0.78195
2015-06-11,0.78795
2015-06-12,0.7908
2015-06-15,0.79185
2015-06-16,0.7896
2015-06-17,0.79135
2015-06-18,0.76635
2015-06-19,0.7666
2015-06-22,0.766
2015-06-23,0.76875
2015-06-24,0.77575
2015-06-25,0.77425
2015-06-26,0.7765
2015-06-29,0.766
2015-06-30,0.7715
2015-07-01,0.77775
2015-07-02,0.7871
2015-07-03,0.7716
2015-07-06,0.76185
2015-07-07,0.75985
2015-07-08,0.75035
2015-07-09,0.75335
2015-07-10,0.7627
2015-07-13,0.7812
2015-07-14,0.77895
2015-07-15,0.77295
2015-07-16,0.7732
2015-07-17,0.7757
2015-07-20,0.79535
2015-07-21,0.80535
2015-07-22,0.8046
2015-07-23,0.8072
2015-07-24,0.8071
2015-07-27,0.80095
2015-07-28,0.8042
2015-07-29,0.8011
2015-07-30,0.8136
2015-07-31,0.82835
2015-08-03,0.80885
2015-08-04,0.8052
2015-08-05,0.83185
2015-08-06,0.8351
2015-08-07,0.83585
2015-08-10,0.8467
2015-08-11,0.8387
2015-08-12,0.82215
2015-08-13,0.8349
2015-08-14,0.8441
2015-08-17,0.8491
2015-08-18,0.84435
2015-08-19,0.8496
2015-08-20,0.8576
2015-08-21,0.84785
2015-08-24,0.83335
2015-08-25,0.82735
2015-08-26,0.83105
2015-08-27,0.8418
2015-08-28,0.8433
2015-08-31,.
2015-09-01,0.85555
2015-09-02,0.8543
2015-09-03,0.85355
2015-09-04,0.8503
2015-09-07,0.86005
2015-09-08,0.8568
2015-09-09,0.85455
2015-09-10,0.8548
2015-09-11,0.85555
2015-09-14,0.85455
2015-09-15,0.85455
2015-09-16,0.86655
2015-09-17,0.8708
2015-09-18,0.82455
2015-09-21,0.8388
2015-09-22,0.84155
2015-09-23,0.8458
2015-09-24,0.84685
2015-09-25,0.86085
2015-09-28,0.85485
2015-09-29,0.85235
2015-09-30,0.8511
2015-10-01,0.84735
2015-10-02,0.8521
2015-10-05,0.8306
2015-10-06,0.83635
2015-10-07,0.83985
2015-10-08,0.84085
2015-10-09,0.84475
2015-10-12,0.8395
2015-10-13,0.835
2015-10-14,0.8289
2015-10-15,0.8164
2015-10-16,0.82565
2015-10-19,0.82615
2015-10-20,0.82815
2015-10-21,0.8314
2015-10-22,0.83415
2015-10-23,0.8319
2015-10-26,0.83815
2015-10-27,0.8384
2015-10-28,0.83615
2015-10-29,0.8629
2015-10-30,0.8684
2015-11-02,0.87465
2015-11-03,0.8824
2015-11-04,0.88615
2015-11-05,0.90065
2015-11-06,0.90115
2015-11-09,0.93385
2015-11-10,0.92485
2015-11-11,0.92835
2015-11-12,0.9326
2015-11-13,0.9361
2015-11-16,0.93235
2015-11-17,0.93085
2015-11-18,0.93585
2015-11-19,0.94135
2015-11-20,0.94735
2015-11-23,0.96135
2015-11-24,0.9666
2015-11-25,0.97335
2015-11-26,0.9776
2015-11-27,0.97385
2015-11-30,0.9806
2015-12-01,0.98435
2015-12-02,0.9896
2015-12-03,1.0112
2015-12-04,1.0177
2015-12-07,1.0402
2015-12-08,1.04495
2015-12-09,1.05245
2015-12-10,1.0547
2015-12-11,1.06675
2015-12-14,1.06425
2015-12-15,1.0735
2015-12-16,1.0835
2015-12-17,1.109
2015-12-18,1.11425
2015-12-21,1.12575
2015-12-22,1.131
2015-12-23,1.144
2015-12-24,1.1475
2015-12-25,.
2015-12-28,.
2015-12-29,1.1595
2015-12-30,1.17475
2015-12-31,1.178
2016-01-01,.
2016-01-04,1.16925
2016-01-05,1.1731
2016-01-06,1.16535
2016-01-07,1.1471
2016-01-08,1.1551
2016-01-11,1.1536
2016-01-12,1.1561
2016-01-13,1.1631
2016-01-14,1.1586
2016-01-15,1.1451
2016-01-18,1.1463
2016-01-19,1.15045
2016-01-20,1.14045
2016-01-21,1.1437
2016-01-22,1.15595
2016-01-25,1.1529
2016-01-26,1.1512
2016-01-27,1.15045
2016-01-28,1.15105
2016-01-29,1.13975
2016-02-01,1.14025
2016-02-02,1.13785
2016-02-03,1.1304
2016-02-04,1.1285
2016-02-05,1.1355
2016-02-08,1.13995
2016-02-09,1.13055
2016-02-10,1.13355
2016-02-11,1.117
2016-02-12,1.1156
2016-02-15,1.12825
2016-02-16,1.13215
2016-02-17,1.13465
2016-02-18,1.142
2016-02-19,1.13975
2016-02-22,1.1585
2016-02-23,1.157
2016-02-24,1.15475
2016-02-25,1.1602
2016-02-26,1.161
2016-02-29,1.17875
2016-03-01,1.179
2016-03-02,1.1955
2016-03-03,1.20045
2016-03-04,1.194
2016-03-07,1.21225
2016-03-08,1.207
2016-03-09,1.209
2016-03-10,1.211
2016-03-11,1.2245
2016-03-14,1.2312
2016-03-15,1.237
2016-03-16,1.2447
2016-03-17,1.2022
2016-03-18,1.21145
2016-03-21,1.21365
2016-03-22,1.2244
2016-03-23,1.2374
2016-03-24,1.23115
2016-03-25,.
2016-03-28,.
2016-03-29,1.23865
2016-03-30,1.21415
2016-03-31,1.2104
2016-04-01,1.2134
2016-04-04,1.2215
2016-04-05,1.2053
2016-04-06,1.2116
2016-04-07,1.20555
2016-04-08,1.20455
2016-04-11,1.20755
2016-04-12,1.20905
2016-04-13,1.21755
2016-04-14,1.2208
2016-04-15,1.22125
2016-04-18,1.2183
2016-04-19,1.2247
2016-04-20,1.2248
2016-04-21,1.23935
2016-04-22,1.23635
2016-04-25,1.23885
2016-04-26,1.2426
2016-04-27,1.2441
2016-04-28,1.23
2016-04-29,1.2295
2016-05-02,.
2016-05-03,1.2318
2016-05-04,1.23005
2016-05-05,1.2303
2016-05-06,1.22415
2016-05-09,1.22715
2016-05-10,1.2244
2016-05-11,1.22515
2016-05-12,1.2269
2016-05-13,1.2289
2016-05-16,1.23265
2016-05-17,1.24235
2016-05-18,1.26965
2016-05-19,1.2985
2016-05-20,1.302
2016-05-23,1.303
2016-05-24,1.31235
2016-05-25,1.3227
2016-05-26,1.3207
2016-05-27,1.3167
2016-05-30,.
2016-05-31,1.33740
2016-06-01,1.3284
2016-06-02,1.3324
2016-06-03,1.3314
2016-06-06,1.2856
2016-06-07,1.2851
2016-06-08,1.27835
2016-06-09,1.27425
2016-06-10,1.2735
2016-06-13,1.25925
2016-06-14,1.25325
2016-06-15,1.26525
2016-06-16,1.2385
2016-06-17,1.24075
2016-06-20,1.2515
2016-06-21,1.2525
2016-06-22,1.251
2016-06-23,1.24975
2016-06-24,1.2052
2016-06-27,1.1957
2016-06-28,1.20475
2016-06-29,1.21625
2016-06-30,1.23025
2016-07-01,1.225
2016-07-04,1.235
2016-07-05,1.23375
2016-07-06,1.2305
2016-07-07,1.2465
2016-07-08,1.253
2016-07-11,1.2695
2016-07-12,1.2845
2016-07-13,1.2934
2016-07-14,1.298
2016-07-15,1.30825
2016-07-18,1.3264
2016-07-19,1.3289
2016-07-20,1.3449
2016-07-21,1.3589
2016-07-22,1.3719
2016-07-25,1.3859
2016-07-26,1.3986
2016-07-27,1.4136
2016-07-28,1.42
2016-07-29,1.4321
2016-08-01,1.4336
2016-08-02,1.4426
2016-08-03,1.4546
2016-08-04,1.4766
2016-08-05,1.4751
2016-08-08,1.5081
2016-08-09,1.5225
2016-08-10,1.5245
2016-08-11,1.5195
2016-08-12,1.5257
2016-08-15,1.50661
2016-08-16,1.49822
2016-08-17,1.51961
2016-08-18,1.51544
2016-08-19,1.52322
2016-08-22,1.53294
2016-08-23,1.531
2016-08-24,1.52656
2016-08-25,1.52611
2016-08-26,1.53656
2016-08-29,.
2016-08-30,1.55933
2016-08-31,1.55711
2016-09-01,1.56556
2016-09-02,1.55944
2016-09-05,1.56244
2016-09-06,1.56133
2016-09-07,1.53922
2016-09-08,1.54033
2016-09-09,1.55678
2016-09-12,1.56644
2016-09-13,1.554
2016-09-14,1.55622
2016-09-15,1.55011
2016-09-16,1.54489
2016-09-19,1.55578
2016-09-20,1.56467
2016-09-21,1.57078
2016-09-22,1.56133
2016-09-23,1.55744
2016-09-26,1.55522
2016-09-27,1.55122
2016-09-28,1.55138
2016-09-29,1.55633
2016-09-30,1.55178
2016-10-03,1.559
2016-10-04,1.56567
2016-10-05,1.57267
2016-10-06,1.58122
2016-10-07,1.58711
2016-10-10,1.58622
2016-10-11,1.59122
2016-10-12,1.59567
2016-10-13,1.58733
2016-10-14,1.58567
2016-10-17,1.58067
2016-10-18,1.57122
2016-10-19,1.564
2016-10-20,1.56622
2016-10-21,1.57178
2016-10-24,1.57067
2016-10-25,1.57844
2016-10-26,1.57956
2016-10-27,1.58233
2016-10-28,1.58233
2016-10-31,1.57511
2016-11-01,1.57567
2016-11-02,1.56511
2016-11-03,1.56011
2016-11-04,1.559
2016-11-07,1.56844
2016-11-08,1.56789
2016-11-09,1.55622
2016-11-10,1.58344
2016-11-11,1.58789
2016-11-14,1.61011
2016-11-15,1.60456
2016-11-16,1.61178
2016-11-17,1.60456
2016-11-18,1.62067
2016-11-21,1.62289
2016-11-22,1.62789
2016-11-23,1.62956
2016-11-24,1.64344
2016-11-25,1.64511
2016-11-28,1.64122
2016-11-29,1.64067
2016-11-30,1.639
2016-12-01,1.64344
2016-12-02,1.64456
2016-12-05,1.644
2016-12-06,1.64567
2016-12-07,1.64511
2016-12-08,1.64456
2016-12-09,1.64844
2016-12-12,1.65456
2016-12-13,1.654
2016-12-14,1.65456
2016-12-15,1.69956
2016-12-16,1.69344
2016-12-19,1.69178
2016-12-20,1.69067
2016-12-21,1.68956
2016-12-22,1.68789
2016-12-23,1.68956
2016-12-26,.
2016-12-27,.
2016-12-28,1.69011
2016-12-29,1.68733
2016-12-30,1.68567
2017-01-02,.
2017-01-03,1.689
2017-01-04,1.689
2017-01-05,1.689
2017-01-06,1.68456
2017-01-09,1.70067
2017-01-10,1.70178
2017-01-11,1.70289
2017-01-12,1.69789
2017-01-13,1.69844
2017-01-16,1.70178
2017-01-17,1.70233
2017-01-18,1.71039
2017-01-19,1.72817
2017-01-20,1.73289
2017-01-23,1.72122
2017-01-24,1.70733
2017-01-25,1.71872
2017-01-26,1.72817
2017-01-27,1.724
2017-01-30,1.72483
2017-01-31,1.71344
2017-02-01,1.71511
2017-02-02,1.71233
2017-02-03,1.71344
2017-02-06,1.70733
2017-02-07,1.70511
2017-02-08,1.70011
2017-02-09,1.694
2017-02-10,1.70261
2017-02-13,1.71039
2017-02-14,1.70789
2017-02-15,1.724
2017-02-16,1.74511
2017-02-17,1.73539
2017-02-20,1.73539
2017-02-21,1.74539
2017-02-22,1.74567
2017-02-23,1.74428
2017-02-24,1.73956
2017-02-27,1.73983
2017-02-28,1.75622
2017-03-01,1.78983
2017-03-02,1.79817
2017-03-03,1.80817
2017-03-06,1.80011
2017-03-07,1.79983
2017-03-08,1.80122
2017-03-09,1.81428
2017-03-10,1.81844
2017-03-13,1.82122
2017-03-14,1.82344
2017-03-15,1.82761
2017-03-16,1.81428
2017-03-17,1.81317
2017-03-20,1.81594
2017-03-21,1.81539
2017-03-22,1.80678
2017-03-23,1.80372
2017-03-24,1.80289
2017-03-27,1.79706
2017-03-28,1.79817
2017-03-29,1.794
2017-03-30,1.79344
2017-03-31,1.80178
2017-04-03,1.80261
2017-04-04,1.79178
2017-04-05,1.79594
2017-04-06,1.79817
2017-04-07,1.799
2017-04-10,1.79844
2017-04-11,1.789
2017-04-12,1.78344
2017-04-13,1.77178
2017-04-14,.
2017-04-17,.
2017-04-18,1.76122
2017-04-19,1.73567
2017-04-20,1.73928
2017-04-21,1.74456
2017-04-24,1.76817
2017-04-25,1.77483
2017-04-26,1.78289
2017-04-27,1.7765
2017-04-28,1.774
2017-05-01,.
2017-05-02,1.78011
2017-05-03,1.77011
2017-05-04,1.78067
2017-05-05,1.779
2017-05-08,1.78817
2017-05-09,1.79067
2017-05-10,1.78761
2017-05-11,1.78567
2017-05-12,1.76567
2017-05-15,1.74511
2017-05-16,1.74539
2017-05-17,1.73289
2017-05-18,1.70456
2017-05-19,1.72289
2017-05-22,1.7265
2017-05-23,1.71956
2017-05-24,1.72567
2017-05-25,1.72289
2017-05-26,1.72122
2017-05-29,.
2017-05-30,1.7215
2017-05-31,1.72372
2017-06-01,1.7265
2017-06-02,1.73067
2017-06-05,1.72567
2017-06-06,1.72289
2017-06-07,1.724
2017-06-08,1.72844
2017-06-09,1.72844
2017-06-12,1.73567
2017-06-13,1.73567
2017-06-14,1.73622
2017-06-15,1.72956
2017-06-16,1.73233
2017-06-19,1.72844
2017-06-20,1.73594
2017-06-21,1.73539
2017-06-22,1.73817
2017-06-23,1.73344
2017-06-26,1.73456
2017-06-27,1.73289
2017-06-28,1.73678
2017-06-29,1.73956
2017-06-30,1.73844
2017-07-03,1.74844
2017-07-04,1.75122
2017-07-05,1.75122
2017-07-06,1.75733
2017-07-07,1.75761
2017-07-10,1.75094
2017-07-11,1.75233
2017-07-12,1.74594
2017-07-13,1.73789
2017-07-14,1.73983
2017-07-17,1.73289
2017-07-18,1.73344
2017-07-19,1.73344
2017-07-20,1.73789
2017-07-21,1.73567
2017-07-24,1.73567
2017-07-25,1.739
2017-07-26,1.73622
2017-07-27,1.72956
2017-07-28,1.729
2017-07-31,1.72733
2017-08-01,1.72567
2017-08-02,1.72567
2017-08-03,1.72567
2017-08-04,1.72289
2017-08-07,1.73233
2017-08-08,1.73011
2017-08-09,1.72789
2017-08-10,1.72844
2017-08-11,1.72456
2017-08-14,1.71789
2017-08-15,1.72789
2017-08-16,1.73622
2017-08-17,1.73289
2017-08-18,1.72622
2017-08-21,1.72733
2017-08-22,1.72733
2017-08-23,1.72789
2017-08-24,1.72344
2017-08-25,1.72789
2017-08-28,.
2017-08-29,1.714
2017-08-30,1.71178
2017-08-31,1.71344
2017-09-01,1.71178
2017-09-04,1.71289
2017-09-05,1.71456
2017-09-06,1.70789
2017-09-07,1.709
2017-09-08,1.69511
2017-09-11,1.699
2017-09-12,1.70956
2017-09-13,1.71233
2017-09-14,1.71956
2017-09-15,1.73206
2017-09-18,1.73983
2017-09-19,1.74428
2017-09-20,1.74733
2017-09-21,1.76761
2017-09-22,1.77539
2017-09-25,1.77483
2017-09-26,1.77567
2017-09-27,1.78539
2017-09-28,1.78678
2017-09-29,1.78233
2017-10-02,1.79067
2017-10-03,1.79872
2017-10-04,1.79789
2017-10-05,1.80011
2017-10-06,1.80456
2017-10-09,1.809
2017-10-10,1.80678
2017-10-11,1.80956
2017-10-12,1.80844
2017-10-13,1.81289
2017-10-16,1.80956
2017-10-17,1.82122
2017-10-18,1.83456
2017-10-19,1.82789
2017-10-20,1.83122
2017-10-23,1.83511
2017-10-24,1.83456
2017-10-25,1.84456
2017-10-26,1.84289
2017-10-27,1.84789
2017-10-30,1.84233
2017-10-31,1.84844
2017-11-01,1.85594
2017-11-02,1.86317
2017-11-03,1.86289
2017-11-06,1.86428
2017-11-07,1.86844
2017-11-08,1.87317
2017-11-09,1.88178
2017-11-10,1.8815
2017-11-13,1.88428
2017-11-14,1.89261
2017-11-15,1.88622
2017-11-16,1.90067
2017-11-17,1.90622
2017-11-20,1.90844
2017-11-21,1.92733
2017-11-22,1.934
2017-11-23,1.93011
2017-11-24,1.93606
2017-11-27,1.94294
2017-11-28,1.93798
2017-11-29,1.94481
2017-11-30,1.95169
2017-12-01,1.96044
2017-12-04,1.98169
2017-12-05,1.9895
2017-12-06,1.98825
2017-12-07,1.99731
2017-12-08,2.01075
2017-12-11,2.01356
2017-12-12,2.02825
2017-12-13,2.03856
2017-12-14,2.04263
2017-12-15,2.04763
2017-12-18,2.05825
2017-12-19,2.06888
2017-12-20,2.08366
2017-12-21,2.09091
2017-12-22,2.10216
2017-12-25,.
2017-12-26,.
2017-12-27,2.11063
2017-12-28,2.10634
2017-12-29,2.10697
2018-01-01,.
2018-01-02,2.10933
2018-01-03,2.11782
2018-01-04,2.13834
2018-01-05,2.14953
2018-01-08,2.15075
2018-01-09,2.14633
2018-01-10,2.15552
2018-01-11,2.16406
2018-01-12,2.17313
2018-01-15,2.18869
2018-01-16,2.19563
2018-01-17,2.21438
2018-01-18,2.2275
2018-01-19,2.2275
2018-01-22,2.22781
2018-01-23,2.22469
2018-01-24,2.23063
2018-01-25,2.24063
2018-01-26,2.24594
2018-01-29,2.26406
2018-01-30,2.26313
2018-01-31,2.26671
2018-02-01,2.29278
2018-02-02,2.29051
2018-02-05,2.29309
2018-02-06,2.27825
2018-02-07,2.28588
2018-02-08,2.29809
2018-02-09,2.31349
2018-02-12,2.31906
2018-02-13,2.32688
2018-02-14,2.33844
2018-02-15,2.38125
2018-02-16,2.39063
2018-02-19,2.39813
2018-02-20,2.40844
2018-02-21,2.42563
2018-02-22,2.44969
2018-02-23,2.45969
2018-02-26,2.46938
2018-02-27,2.48125
2018-02-28,2.50219
2018-03-01,2.5075
2018-03-02,2.49669
2018-03-05,2.49794
2018-03-06,2.512
2018-03-07,2.51856
2018-03-08,2.53263
2018-03-09,2.5445
2018-03-12,2.56263
2018-03-13,2.57763
2018-03-14,2.59013
2018-03-15,2.60138
2018-03-16,2.6145
2018-03-19,2.63325
2018-03-20,2.65138
2018-03-21,2.67638
2018-03-22,2.677
2018-03-23,2.66638
2018-03-26,2.672
2018-03-27,2.67138
2018-03-28,2.6595
2018-03-29,2.66263
2018-03-30,.
2018-04-02,.
2018-04-03,2.67
2018-04-04,2.68094
2018-04-05,2.70031
2018-04-06,2.70825
2018-04-09,2.70356
2018-04-10,2.70419
2018-04-11,2.7095
2018-04-12,2.71719
2018-04-13,2.73094
2018-04-16,2.74406
2018-04-17,2.74606
2018-04-18,2.7475
2018-04-19,2.75844
2018-04-20,2.76031
2018-04-23,2.76875
2018-04-24,2.76875
2018-04-25,2.77188
2018-04-26,2.76993
2018-04-27,2.78031
2018-04-30,2.77004
2018-05-01,2.76598
2018-05-02,2.77685
2018-05-03,2.77273
2018-05-04,2.77666
2018-05-07,.
2018-05-08,2.77094
2018-05-09,2.77094
2018-05-10,2.76813
2018-05-11,2.76579
2018-05-14,2.75748
2018-05-15,2.75386
2018-05-16,2.76148
2018-05-17,2.76648
2018-05-18,2.76482
2018-05-21,2.76523
2018-05-22,2.76402
2018-05-23,2.75409
2018-05-24,2.73742
2018-05-25,2.73137
2018-05-28,.
2018-05-29,2.7075
2018-05-30,2.7
2018-05-31,2.71813
2018-06-01,2.72413
2018-06-04,2.74011
2018-06-05,2.73888
2018-06-06,2.74088
2018-06-07,2.75375
2018-06-08,2.74025
2018-06-11,2.75794
2018-06-12,2.76469
2018-06-13,2.76688
2018-06-14,2.77188
2018-06-15,2.77219
2018-06-18,2.77188
2018-06-19,2.7625
2018-06-20,2.7725
2018-06-21,2.77031
2018-06-22,2.77688
2018-06-25,2.76594
2018-06-26,2.77094
2018-06-27,2.76281
2018-06-28,2.76313
2018-06-29,2.76406
2018-07-02,2.77156
2018-07-03,2.77313
2018-07-04,2.77344
2018-07-05,2.784
2018-07-06,2.77375
2018-07-09,2.77594
2018-07-10,2.78094
2018-07-11,2.77844
2018-07-12,2.78531
2018-07-13,2.78688
2018-07-16,2.78775
2018-07-17,2.79575
2018-07-18,2.80088
2018-07-19,2.80744
2018-07-20,2.80163
2018-07-23,2.79919
2018-07-24,2.808
2018-07-25,2.80775
2018-07-26,2.81663
2018-07-27,2.82138
2018-07-30,2.82125
2018-07-31,2.82781
2018-08-01,2.83213
2018-08-02,2.82775
2018-08-03,2.82738
2018-08-06,2.82688
2018-08-07,2.82431
2018-08-08,2.82775
2018-08-09,2.8275
2018-08-10,2.8155
2018-08-13,2.803
2018-08-14,2.8135
2018-08-15,2.81488
2018-08-16,2.81663
2018-08-17,2.813
2018-08-20,2.813
2018-08-21,2.80775
2018-08-22,2.808
2018-08-23,2.812
2018-08-24,2.82
2018-08-27,.
2018-08-28,2.82813
2018-08-29,2.833
2018-08-30,2.84238
2018-08-31,2.84
2018-09-03,2.83888
2018-09-04,2.84288
2018-09-05,2.84394
2018-09-06,2.84906
2018-09-07,2.8455
2018-09-10,2.86263
2018-09-11,2.8685
2018-09-12,2.86456
2018-09-13,2.87344
2018-09-14,2.88019
2018-09-17,2.87944
2018-09-18,2.8795
2018-09-19,2.88713
2018-09-20,2.89663
2018-09-21,2.90825
2018-09-24,2.90888
2018-09-25,2.91188
2018-09-26,2.9145
2018-09-27,2.91738
2018-09-28,2.91863
2018-10-01,2.9255
2018-10-02,2.92475
2018-10-03,2.92725
2018-10-04,2.95688
2018-10-05,2.95831
2018-10-08,2.95788
2018-10-09,2.962
2018-10-10,2.96913
2018-10-11,2.95425
2018-10-12,2.96338
2018-10-15,2.96681
2018-10-16,2.96713
2018-10-17,2.96575
2018-10-18,3.00056
2018-10-19,3.02038
2018-10-22,3.031
2018-10-23,3.03438
2018-10-24,3.03938
2018-10-25,3.05175
2018-10-26,3.05675
2018-10-29,3.06375
2018-10-30,3.07088
2018-10-31,3.08375
2018-11-01,3.09613
2018-11-02,3.10488
2018-11-05,3.11688
2018-11-06,3.11638
2018-11-07,3.12513
2018-11-08,3.14075
2018-11-09,3.14413
2018-11-12,3.13475
2018-11-13,3.13206
2018-11-14,3.12963
2018-11-15,3.11838
2018-11-16,3.12363
2018-11-19,3.10738
2018-11-20,3.09713
2018-11-21,3.11038
2018-11-22,3.1095
2018-11-23,3.12075
2018-11-26,3.12838
2018-11-27,3.13075
2018-11-28,3.13413
2018-11-29,3.11869
2018-11-30,3.12025
2018-12-03,3.13819
2018-12-04,3.13294
2018-12-05,3.12575
2018-12-06,3.11194
2018-12-07,3.10056
2018-12-10,3.084
2018-12-11,3.0895
2018-12-12,3.10125
2018-12-13,3.11238
2018-12-14,3.09769
2018-12-17,3.10388
2018-12-18,3.06131
2018-12-19,3.05275
2018-12-20,3.06544
2018-12-21,3.07313
2018-12-24,3.04788
2018-12-25,.
2018-12-26,.
2018-12-27,3.03238
2018-12-28,3.01313
2018-12-31,3.00544
2019-01-01,.
2019-01-02,3.002
2019-01-03,3.005
2019-01-04,2.96488
2019-01-07,2.99475
2019-01-08,3.01613
2019-01-09,3.039
2019-01-10,3.019
2019-01-11,3.01869
2019-01-14,3.01088
2019-01-15,3.00838
2019-01-16,3.03013
2019-01-17,3.01188
2019-01-18,3.03013
2019-01-21,3.03988
2019-01-22,3.03713
2019-01-23,3.035
2019-01-24,3.02913
2019-01-25,3.0315
2019-01-28,3.03
2019-01-29,3.02375
2019-01-30,3.02063
2019-01-31,2.9835
2019-02-01,2.96163
2019-02-04,2.98013
2019-02-05,2.98575
2019-02-06,2.962
2019-02-07,2.94825
2019-02-08,2.93575
2019-02-11,2.92425
2019-02-12,2.91525
2019-02-13,2.91575
2019-02-14,2.91675
2019-02-15,2.906
2019-02-18,2.90713
2019-02-19,2.89113
2019-02-20,2.87425
2019-02-21,2.88863
2019-02-22,2.89163
2019-02-25,2.88313
2019-02-26,2.87825
2019-02-27,2.8665
2019-02-28,2.86488
2019-03-01,2.879
2019-03-04,2.88325
2019-03-05,2.88363
2019-03-06,2.88638
2019-03-07,2.87613
2019-03-08,2.86363
2019-03-11,2.869
2019-03-12,2.8685
2019-03-13,2.859
2019-03-14,2.84588
2019-03-15,2.8405
2019-03-18,2.81763
2019-03-19,2.81038
2019-03-20,2.8135
2019-03-21,2.79413
2019-03-22,2.787
2019-03-25,2.74575
2019-03-26,2.72463
2019-03-27,2.68288
2019-03-28,2.69425
2019-03-29,2.71063
2019-04-01,2.73
2019-04-02,2.73325
2019-04-03,2.7495
2019-04-04,2.7365
2019-04-05,2.75113
2019-04-08,2.74988
2019-04-09,2.75413
2019-04-10,2.74013
2019-04-11,2.73413
