DATE,CAD3MTD156N
2013-01-07,1.23700
2013-01-08,1.23500
2013-01-09,1.23500
2013-01-10,1.23300
2013-01-11,1.23300
2013-01-14,1.23300
2013-01-15,1.23100
2013-01-16,1.23100
2013-01-17,1.23100
2013-01-18,1.23100
2013-01-21,1.23100
2013-01-22,1.23100
2013-01-23,1.22700
2013-01-24,1.21800
2013-01-25,1.21500
2013-01-28,1.21300
2013-01-29,1.21200
2013-01-30,1.21000
2013-01-31,1.21000
2013-02-01,1.21000
2013-02-04,1.21000
2013-02-05,1.20800
2013-02-06,1.20600
2013-02-07,1.20600
2013-02-08,1.20400
2013-02-11,1.20200
2013-02-12,1.20200
2013-02-13,1.20000
2013-02-14,1.20000
2013-02-15,1.20000
2013-02-18,1.20000
2013-02-19,1.20000
2013-02-20,1.20000
2013-02-21,1.19800
2013-02-22,1.19800
2013-02-25,1.19400
2013-02-26,1.19200
2013-02-27,1.19200
2013-02-28,1.18800
2013-03-01,1.18800
2013-03-04,1.18800
2013-03-05,1.18800
2013-03-06,1.18800
2013-03-07,1.18600
2013-03-08,1.18600
2013-03-11,1.18600
2013-03-12,1.18600
2013-03-13,1.18600
2013-03-14,1.18500
2013-03-15,1.18500
2013-03-18,1.18500
2013-03-19,1.18500
2013-03-20,1.18300
2013-03-21,1.18300
2013-03-22,1.18300
2013-03-25,1.18300
2013-03-26,1.18300
2013-03-27,1.18300
2013-03-28,1.18300
2013-04-02,1.18300
2013-04-03,1.17900
2013-04-04,1.17900
2013-04-05,1.17900
2013-04-08,1.17800
2013-04-09,1.17800
2013-04-10,1.17800
2013-04-11,1.17800
2013-04-12,1.17800
2013-04-15,1.17800
2013-04-16,1.17600
2013-04-17,1.17600
2013-04-18,1.17400
2013-04-19,1.17400
2013-04-22,1.17400
2013-04-23,1.17400
2013-04-24,1.17400
2013-04-25,1.17400
2013-04-26,1.17400
2013-04-29,1.17400
2013-04-30,1.17400
2013-05-01,1.17400
2013-05-02,1.17400
2013-05-03,1.17400
2013-05-07,1.17600
2013-05-08,1.17600
2013-05-09,1.17600
2013-05-10,1.17600
2013-05-13,1.17600
2013-05-14,1.17600
2013-05-15,1.17600
2013-05-16,1.17400
2013-05-17,1.17350
2013-05-20,1.17350
2013-05-21,1.17350
2013-05-22,1.17350
2013-05-23,1.17350
2013-05-24,1.17350
2013-05-28,1.17350
2013-05-29,1.17350
2013-05-30,1.17350
2013-05-31,1.17350
